Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
23274,0.92,Very Good,D,SI2,63.7,57.0,6.12,6.21,3.93,3707
7057,0.4,Fair,F,SI1,64.7,58.0,4.67,4.63,3.01,857
17138,1.31,Premium,I,VS1,58.5,60.0,7.18,7.15,4.19,6737
9456,0.33,Ideal,E,VS2,62.6,57.0,4.42,4.37,2.75,928
8306,0.32,Premium,H,VS2,60.6,58.0,4.47,4.44,2.7,648
14925,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1637
17761,0.32,Very Good,H,SI2,60.4,59.0,4.39,4.42,2.66,393
4792,0.34,Premium,G,VS2,60.2,58.0,4.56,4.51,2.73,765
10143,1.0,Premium,E,SI1,60.8,60.0,6.45,6.42,3.91,5470
7836,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.22,3.25,1273
16251,0.51,Ideal,G,VVS2,61.9,55.0,5.19,5.15,3.2,1974
17753,1.2,Ideal,J,SI2,59.1,62.0,6.97,6.94,4.11,4509
15040,0.33,Ideal,G,VVS2,61.7,56.0,4.42,4.46,2.74,752
13813,0.51,Very Good,F,VS2,63.1,57.0,5.1,5.08,3.21,1574
7342,0.36,Ideal,G,IF,62.2,53.0,4.59,4.61,2.86,1029
7126,1.5,Very Good,J,VVS2,63.3,56.0,7.18,7.29,4.58,8391
17058,0.41,Very Good,I,VVS1,59.8,61.0,4.79,4.84,2.88,863
5991,1.05,Premium,F,VVS2,61.3,59.0,6.56,6.48,4.0,8693
24165,1.0,Good,F,SI1,63.3,61.0,6.29,6.31,3.99,4712
23387,0.32,Ideal,G,VS2,62.0,57.0,4.4,4.37,2.72,720
7114,0.75,Very Good,J,SI1,62.4,56.0,5.78,5.82,3.62,2083
23674,0.41,Very Good,F,SI1,63.2,59.0,4.72,4.68,2.97,969
15153,1.21,Very Good,D,VS2,62.6,59.0,6.72,6.79,4.23,8969
20432,1.0,Good,E,VS2,57.4,58.0,6.57,6.61,3.78,6050
6089,0.51,Premium,D,VS2,60.9,58.0,5.18,5.14,3.14,1716
10236,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4763
3339,0.41,Ideal,E,VVS2,60.9,56.0,4.75,4.81,2.91,1187
2597,0.31,Premium,G,VS1,62.9,58.0,4.35,4.3,2.72,802
2895,1.0,Very Good,F,VS2,62.8,57.0,6.29,6.35,3.97,6957
19108,0.5,Very Good,E,SI1,62.4,58.0,5.06,5.01,3.14,1090
2982,0.71,Good,H,SI1,63.5,57.0,5.64,5.67,3.59,2096
11143,1.23,Premium,I,SI1,62.5,59.0,6.8,6.84,4.26,5412
8664,0.3,Good,G,VS2,63.9,55.0,4.28,4.27,2.73,675
5350,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,1039
9988,1.04,Ideal,H,SI2,59.6,56.0,6.64,6.59,3.94,4077
24128,0.38,Premium,F,SI1,62.7,58.0,4.6,4.62,2.89,700
20356,0.52,Ideal,G,VVS2,62.3,55.0,5.12,5.16,3.2,1911
5922,1.0,Very Good,G,VS1,60.6,63.0,6.42,6.45,3.9,6699
2432,0.34,Ideal,D,VVS2,60.1,57.0,4.54,4.58,2.74,918
16026,0.5,Very Good,G,VVS2,60.6,66.0,5.06,5.1,3.08,1939
7036,0.54,Ideal,I,VS2,61.9,56.0,5.2,5.26,3.24,1260
9341,0.31,Ideal,D,VS2,62.1,54.0,4.36,4.4,2.72,626
14444,1.02,Ideal,D,SI1,62.2,56.0,6.43,6.47,4.0,6340
23228,0.52,Ideal,E,SI1,61.6,55.0,5.19,5.16,3.19,1577
23429,0.33,Premium,H,VS1,62.4,60.0,4.39,4.42,2.75,540
20568,0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,1392
12650,1.5,Ideal,F,VVS2,63.1,57.0,7.32,7.23,4.59,18159
8436,0.31,Ideal,G,SI1,61.8,55.0,4.38,4.42,2.72,493
6863,1.11,Ideal,G,VS1,61.3,55.0,6.67,6.71,4.1,9261
14631,0.72,Ideal,F,VS2,61.3,55.0,5.78,5.83,3.56,3495
14973,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1076
17366,1.16,Premium,D,SI2,62.5,60.0,6.7,6.64,4.17,5136
3502,0.5,Ideal,G,SI2,,57.0,5.1,5.13,3.14,1107
15088,1.06,Ideal,F,SI1,61.3,57.0,6.56,6.51,4.01,4862
16833,1.07,Good,D,SI2,61.0,62.0,6.6,6.68,4.05,4710
10905,0.4,Premium,J,VS1,,60.0,4.76,4.79,2.9,631
12442,0.43,Premium,G,VS2,61.2,58.0,4.84,4.9,2.98,867
19477,0.43,Ideal,D,SI1,61.5,56.0,4.82,4.87,2.98,830
9900,2.3,Premium,J,SI1,59.6,59.0,8.61,8.56,5.12,12499
6658,0.7,Very Good,D,SI1,58.3,62.0,5.78,5.84,3.39,2563
13194,1.51,Premium,E,SI1,63.0,58.0,7.33,7.27,4.6,11873
144,0.36,Premium,J,SI1,61.3,60.0,4.59,4.52,2.79,541
6154,1.03,Very Good,D,SI1,61.8,57.0,6.49,6.53,4.02,5393
20761,1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,15105
12525,0.76,Ideal,H,VVS1,61.9,54.0,5.87,5.9,3.64,3648
1860,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9744
298,0.35,Ideal,F,VVS2,62.1,56.0,4.52,4.56,2.82,745
5458,0.9,Very Good,I,SI1,62.6,58.0,6.08,6.15,3.83,3220
20470,0.33,Ideal,G,VS1,61.4,54.0,4.48,4.44,2.74,854
723,0.3,Very Good,D,VS1,62.0,55.0,4.31,4.35,2.68,863
22079,0.6,Ideal,E,SI1,61.4,57.0,5.52,5.46,3.37,1601
8787,0.41,Good,J,VS1,63.7,56.0,4.71,4.68,2.99,830
19149,1.01,Very Good,H,SI1,59.8,61.0,6.54,6.51,3.9,4680
14116,1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,4662
12327,1.81,Fair,J,SI1,56.2,62.0,8.14,8.09,4.56,8362
5959,0.35,Good,F,SI1,63.6,54.0,4.51,4.52,2.87,583
18202,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,5390
12669,1.52,Premium,E,VS1,60.6,58.0,7.38,7.44,4.49,16628
1661,1.03,Very Good,G,VS1,61.3,56.1,6.5,6.52,3.99,7511
16748,1.24,Premium,F,VS1,62.5,58.0,6.87,6.83,4.28,10033
12606,2.01,Very Good,I,VS1,63.0,59.0,7.87,7.94,4.98,18500
17807,1.12,Very Good,G,SI1,62.5,58.0,6.6,6.64,4.14,5088
25268,0.7,Very Good,E,SI1,63.5,59.0,5.53,5.49,3.5,2838
3693,0.6,Fair,F,VVS2,60.1,66.0,5.48,5.44,3.28,2484
18209,1.02,Good,H,SI1,,58.0,6.36,6.39,4.05,4604
10493,1.02,Premium,D,SI2,62.1,57.0,6.41,6.37,3.97,4381
22336,0.74,Ideal,I,VVS1,62.3,55.0,5.77,5.82,3.61,2715
10546,1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723
22731,0.77,Ideal,I,VVS2,62.1,55.0,5.85,5.9,3.65,2598
24900,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,14295
13558,0.31,Ideal,F,VS1,60.6,56.0,4.42,4.39,2.67,872
19037,0.24,Very Good,E,VVS2,57.7,61.0,4.12,4.13,2.38,478
19514,1.5,Good,F,VS2,63.6,55.0,7.27,7.22,4.61,13853
20253,0.42,Ideal,G,VVS2,61.3,56.0,4.82,4.81,2.95,1103
22594,1.0,Fair,E,VS1,64.4,55.0,6.33,6.3,4.07,7392
25636,0.57,Premium,G,VS2,,55.0,5.31,5.26,3.31,1728
8539,2.05,Premium,H,VS2,60.7,61.0,8.25,8.13,4.97,16235
12058,0.3,Ideal,D,VS1,61.8,56.0,4.3,4.34,2.67,661
26914,0.64,Very Good,I,SI1,63.0,57.0,5.47,5.52,3.46,1390
4884,1.0,Very Good,F,VS2,63.8,56.9,6.29,6.36,4.04,6841
2040,0.33,Premium,G,VS2,61.9,59.0,4.4,4.46,2.74,579
15367,0.73,Ideal,F,VS1,61.2,56.0,5.89,5.81,3.58,2835
5566,1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,4872
2992,1.25,Ideal,G,VVS2,61.5,55.0,6.92,6.94,4.26,10636
7580,1.5,Ideal,G,SI1,61.0,57.0,7.38,7.41,4.51,12009
19262,0.78,Ideal,E,VS2,62.1,54.0,5.92,5.94,3.68,3159
7598,0.41,Premium,I,VVS2,62.1,58.0,4.76,4.78,2.96,827
20069,1.09,Ideal,E,SI2,61.7,58.0,6.58,6.62,4.07,5042
14296,0.5,Good,G,VVS2,63.9,58.0,5.0,5.05,3.21,1715
21599,0.31,Ideal,G,VVS2,61.5,56.0,4.38,4.4,2.7,687
12190,1.51,Ideal,H,VS2,62.5,55.0,7.29,7.34,4.57,10763
19430,1.05,Very Good,I,SI1,63.5,58.0,6.46,6.43,4.09,4292
25863,0.9,Fair,G,SI1,72.9,54.0,5.74,5.67,4.16,2691
23720,1.72,Premium,H,SI2,59.8,59.0,7.77,7.74,4.64,10749
13719,0.3,Ideal,F,VS2,60.9,56.0,4.32,4.35,2.64,605
18109,1.5,Fair,H,VS2,65.2,58.0,7.12,7.06,4.62,10206
17842,0.26,Premium,H,VVS1,59.8,59.0,4.12,4.17,2.48,468
21175,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999
10970,0.71,Ideal,F,VS1,61.5,57.0,5.7,5.74,3.52,3404
609,0.42,Very Good,G,VS1,59.4,59.0,4.86,4.9,2.9,921
18222,1.01,Very Good,E,VS1,60.9,55.0,6.48,6.58,3.98,7094
22217,2.01,Very Good,J,SI2,60.6,60.0,8.11,8.19,4.94,11406
25482,1.23,Ideal,F,VS1,62.5,54.0,6.82,6.85,4.27,9660
14650,1.57,Premium,J,SI2,59.6,56.0,7.59,7.5,4.5,6031
9392,0.51,Premium,G,VS2,62.7,58.0,5.12,5.09,3.2,1546
15487,0.38,Premium,E,VS2,62.2,59.0,4.63,4.67,2.89,866
23586,0.34,Ideal,F,VS2,60.8,57.0,4.51,4.54,2.75,699
194,0.61,Ideal,F,VVS2,61.7,55.0,5.45,5.48,3.37,2833
20301,0.34,Premium,H,VS2,62.6,60.0,4.46,4.42,2.78,689
18340,0.7,Ideal,H,SI2,63.1,54.0,5.64,5.68,3.57,1973
26703,0.31,Ideal,D,VVS1,60.4,56.0,4.38,4.43,2.66,984
4951,0.3,Ideal,F,VVS1,61.7,57.0,4.28,4.31,2.65,1041
1538,0.54,Ideal,E,VS2,61.0,56.0,5.25,5.28,3.21,1754
9709,1.0,Very Good,H,SI1,61.8,57.0,6.39,6.42,3.96,4995
2205,0.38,Very Good,E,VS1,61.5,58.0,4.64,4.69,2.87,1000
14399,0.7,Fair,F,VS2,65.3,55.0,5.63,5.58,3.66,2762
12496,0.33,Ideal,H,VVS2,60.9,57.0,4.48,4.52,2.74,666
2598,0.41,Ideal,F,VVS2,61.7,56.0,4.78,4.81,2.96,1115
18793,0.3,Ideal,G,VS1,62.6,57.0,4.29,4.27,2.68,776
14370,0.97,Ideal,H,SI2,60.7,55.0,6.47,6.41,3.91,3729
2590,0.3,Premium,E,SI1,61.7,56.0,4.29,4.27,2.64,675
12810,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3365
21435,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1836
2750,1.52,Ideal,H,SI1,60.1,60.0,7.5,7.42,4.48,9235
20806,0.7,Very Good,F,VS2,61.7,60.0,5.63,5.65,3.48,2744
26546,1.0,Premium,F,SI1,60.3,58.0,6.47,6.43,3.89,5292
22045,0.86,Ideal,I,VS2,63.0,53.0,6.1,6.06,3.83,2706
9599,1.04,Ideal,G,VS1,61.5,55.0,6.54,6.55,4.02,6831
6143,1.31,Premium,E,SI1,62.4,58.0,7.03,6.95,4.36,8767
19560,1.18,Ideal,I,SI1,61.3,55.6,6.79,6.84,4.18,5412
16312,1.02,Premium,G,SI2,61.7,58.0,6.46,6.41,3.97,3027
11571,0.4,Very Good,F,SI1,,60.0,4.66,4.7,2.91,756
18936,0.4,Ideal,F,VVS1,60.7,56.0,4.79,4.77,2.9,1323
19549,0.53,Ideal,D,VS2,61.4,56.0,5.23,5.2,3.2,1956
26526,0.73,Ideal,H,VS2,62.0,54.0,5.79,5.83,3.6,2583
14247,0.35,Premium,F,VS2,62.0,59.0,4.51,4.55,2.81,706
26732,0.9,Fair,D,VS2,57.4,65.0,6.26,6.29,3.6,4277
26531,0.41,Ideal,G,IF,61.7,56.0,4.77,4.8,2.95,1367
1032,0.52,Ideal,H,VVS1,60.4,57.0,5.2,5.23,3.15,1778
14771,0.31,Good,E,VVS1,59.0,59.0,4.4,4.42,2.6,826
5022,0.38,Ideal,G,VVS1,61.6,57.0,4.65,4.73,2.89,1067
11928,1.77,Premium,I,VS1,,58.0,7.76,7.68,4.8,13085
13099,1.03,Ideal,D,SI1,59.9,57.0,6.61,6.68,3.98,6460
2849,0.41,Very Good,E,SI2,62.8,58.0,4.69,4.73,2.96,638
19078,0.71,Very Good,J,VS2,62.8,61.0,5.63,5.71,3.56,1821
24707,1.51,Very Good,G,VS1,60.2,63.0,7.36,7.39,4.44,12317
23526,1.0,Good,E,VS2,63.8,58.0,6.31,6.19,3.99,6272
4853,0.77,Good,E,VS2,63.4,57.0,5.8,5.84,3.69,3291
14741,0.76,Ideal,E,SI1,61.3,55.0,5.87,5.91,3.61,3584
7184,0.91,Premium,E,I1,59.6,59.0,6.29,6.32,3.76,2464
17675,1.01,Premium,G,SI1,62.1,56.0,6.42,6.36,3.97,4805
1435,1.04,Ideal,J,SI1,61.1,57.0,6.57,6.52,4.0,3931
14682,0.24,Ideal,E,VVS1,60.2,57.0,4.02,4.07,2.44,678
16554,0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,1009
20454,0.41,Premium,E,SI1,60.2,60.0,4.82,4.78,2.89,969
8130,0.54,Ideal,F,VS2,60.3,55.0,5.32,5.26,3.19,1786
23498,0.24,Very Good,D,VVS1,61.9,54.0,3.99,4.02,2.48,492
7669,0.35,Premium,D,SI1,62.1,58.0,4.51,4.54,2.81,644
21462,1.13,Premium,E,SI2,60.4,59.0,6.7,6.75,4.06,5220
18802,1.01,Ideal,H,SI1,61.2,58.0,6.42,6.49,3.95,4943
26756,0.52,Very Good,F,VVS2,61.5,57.0,5.18,5.22,3.19,2079
24264,0.52,Ideal,E,VS2,61.8,55.0,5.19,5.17,3.2,1815
20190,1.14,Very Good,H,SI1,63.1,58.0,6.69,6.6,4.19,5458
18223,0.31,Ideal,G,IF,61.0,56.0,4.37,4.39,2.67,924
16771,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,579
8740,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1659
23284,0.73,Ideal,I,VS2,61.9,56.0,5.77,5.8,3.59,2686
6980,0.72,Ideal,H,VS2,61.7,56.0,5.74,5.77,3.56,3122
4296,1.3,Good,E,VVS2,62.8,59.0,6.95,6.99,4.38,12967
24047,0.51,Very Good,D,SI1,59.1,63.0,5.27,5.15,3.08,1437
24598,0.3,Ideal,E,SI1,62.9,56.0,4.31,4.24,2.69,675
19768,1.0,Premium,J,SI1,62.7,57.0,6.4,6.33,3.99,3416
20051,0.76,Ideal,F,VS2,61.0,55.0,5.92,5.89,3.6,3201
15769,0.9,Fair,F,VS1,65.7,59.0,5.96,5.92,3.9,3750
15368,0.3,Very Good,E,IF,60.9,59.0,4.29,4.32,2.62,949
17998,0.35,Ideal,D,VS1,60.8,57.0,4.61,4.57,2.79,952
11079,2.01,Very Good,G,SI1,63.5,60.0,7.98,7.89,5.04,15038
7138,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4559
4709,0.9,Very Good,H,SI1,61.0,59.0,6.11,6.16,3.74,3447
8747,0.58,Ideal,D,SI2,61.2,57.0,5.4,5.36,3.29,1442
17158,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624
6010,0.38,Very Good,I,SI1,59.7,62.0,4.7,4.74,2.82,601
24563,1.01,Ideal,D,SI1,62.1,56.0,6.36,6.43,3.97,5694
13746,0.9,Good,G,VS1,63.9,60.0,6.14,6.09,3.91,4401
20456,0.4,Premium,F,VVS2,60.7,58.0,4.7,4.75,2.87,1088
14294,1.0,Good,H,SI1,63.4,56.0,6.34,6.37,4.03,4389
11524,1.29,Ideal,E,VVS2,59.8,59.0,7.07,7.11,4.24,13530
4859,0.5,Very Good,F,SI1,62.3,60.0,5.07,5.11,3.17,1250
5648,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1727
17,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,650
25102,1.13,Premium,G,VVS1,59.3,59.0,6.87,6.79,4.05,8868
12182,0.58,Ideal,G,IF,62.1,56.0,5.35,5.37,3.32,2528
14103,1.05,Very Good,D,VS2,62.9,57.0,6.39,6.51,4.06,6373
9609,0.41,Ideal,G,VS2,59.8,57.0,4.81,4.85,2.89,827
7983,1.34,Very Good,H,VVS2,59.7,60.0,7.19,7.22,4.3,9735
13541,0.33,Fair,F,VVS2,65.7,54.0,4.37,4.3,2.85,693
3128,0.3,Ideal,D,SI2,60.2,56.0,4.37,4.4,2.64,447
22500,0.71,Ideal,I,SI1,61.5,55.0,5.76,5.79,3.55,2721
17183,0.42,Premium,G,VVS1,60.2,59.0,4.82,4.84,2.91,1179
3987,0.23,Very Good,E,VVS1,62.9,58.0,3.94,3.95,2.48,478
25355,0.5,Premium,D,SI2,62.9,58.0,5.06,5.01,3.17,997
6201,2.22,Ideal,I,SI2,62.7,61.0,8.31,8.23,5.19,14416
11243,1.41,Ideal,H,SI2,,56.0,7.11,7.17,4.48,7324
17448,0.31,Premium,E,VVS1,61.5,58.0,4.35,4.37,2.68,924
2622,0.33,Premium,E,VS1,60.9,58.0,4.45,4.49,2.72,781
10746,0.35,Ideal,J,VS2,,55.0,4.55,4.57,2.8,446
10897,0.69,Very Good,F,VVS2,61.5,60.0,5.64,5.67,3.48,2993
10896,0.34,Very Good,G,VVS2,61.2,59.0,4.46,4.5,2.74,775
2535,0.7,Premium,F,VVS1,62.4,56.0,5.69,5.63,3.53,3300
19454,1.6,Very Good,H,SI2,61.1,57.0,7.55,7.5,4.6,10340
12540,0.38,Ideal,D,VVS2,61.3,56.0,4.73,4.63,2.87,1257
14161,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4586
8593,0.41,Ideal,F,VVS1,62.3,53.0,4.77,4.8,2.98,1295
398,0.33,Premium,F,SI2,62.3,58.0,4.43,4.4,2.75,557
2525,2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07,17095
13539,0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,1431
24653,1.0,Very Good,E,VS1,59.4,56.0,6.53,6.56,3.89,7367
14610,0.54,Ideal,J,SI2,61.3,58.0,5.24,5.27,3.22,978
7028,1.22,Premium,I,SI2,62.3,58.0,6.8,6.85,4.25,4831
21450,0.31,Very Good,I,VVS1,63.1,59.0,4.31,4.25,2.7,732
24207,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1068
21308,0.5,Ideal,E,VS2,61.5,57.0,5.14,5.11,3.15,1746
12430,0.73,Premium,F,SI2,61.4,58.0,5.83,5.8,3.57,2197
5668,0.62,Ideal,H,VS1,61.4,56.0,5.47,5.51,3.37,1878
13639,0.91,Good,G,SI1,63.5,61.0,6.05,6.1,3.86,3776
9795,0.6,Premium,E,VS2,62.7,58.0,5.37,5.34,3.36,1915
20676,0.4,Ideal,F,VVS2,62.2,55.0,4.75,4.77,2.96,1012
22097,0.37,Premium,G,SI1,60.0,57.0,4.7,4.67,2.81,708
25166,0.7,Good,D,SI2,63.7,58.0,5.6,5.64,3.58,2367
20668,0.63,Ideal,E,VS2,62.1,56.0,5.49,5.52,3.42,2205
16752,1.1,Ideal,G,VS1,61.5,57.0,6.65,6.62,4.08,7111
8650,2.18,Ideal,F,SI2,62.6,55.0,8.27,8.22,5.16,14277
14760,0.5,Very Good,G,VS2,60.3,58.0,5.15,5.19,3.12,1354
26544,1.5,Good,G,SI1,62.9,58.0,7.17,7.3,4.55,10271
26600,0.4,Ideal,G,SI2,61.9,54.0,4.75,4.8,2.94,622
9331,1.17,Ideal,G,VS2,61.3,56.0,6.81,6.79,4.17,7548
940,0.4,Premium,E,VVS1,61.2,61.0,4.74,4.7,2.89,1397
23071,0.4,Premium,D,VS1,60.9,58.0,4.81,4.78,2.92,1200
20514,0.53,Ideal,F,VS1,,55.0,5.24,5.21,3.22,1740
14042,0.36,Ideal,D,VVS1,61.5,55.0,4.61,4.63,2.84,1718
1336,0.27,Ideal,G,VS2,61.5,56.0,4.16,4.18,2.56,490
13832,0.31,Ideal,D,VS1,61.1,56.0,4.33,4.37,2.66,713
1483,0.36,Ideal,I,IF,61.8,55.0,4.58,4.61,2.84,735
5360,0.9,Very Good,I,VS2,63.4,56.0,6.09,6.12,3.87,3489
25553,1.0,Very Good,E,SI2,59.6,62.0,6.45,6.51,3.86,4685
12594,1.11,Ideal,E,SI1,62.5,54.0,6.62,6.63,4.13,6737
8488,1.1,Ideal,F,SI2,62.4,56.0,6.58,6.62,4.12,5596
4754,0.39,Ideal,E,SI2,61.0,55.0,4.74,4.77,2.9,614
22309,0.52,Ideal,G,VVS2,61.6,56.0,5.18,5.15,3.18,1878
20119,1.01,Very Good,F,SI1,60.3,60.0,6.46,6.55,3.92,4972
19810,1.05,Ideal,I,VS2,62.2,56.0,6.52,6.5,4.05,3428
25181,0.74,Very Good,I,VVS2,61.0,59.0,5.83,5.85,3.56,2550
22689,0.53,Ideal,E,SI2,63.0,57.0,5.16,5.13,3.24,1262
7085,1.57,Ideal,J,SI1,62.0,55.6,7.43,7.47,4.62,8035
10382,1.5,Fair,F,SI1,64.3,58.0,7.04,7.09,4.54,10450
1357,1.53,Ideal,J,SI1,62.2,58.0,7.35,7.37,4.58,7721
21919,0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56,2821
23084,0.59,Ideal,G,VVS2,62.6,57.0,5.33,5.37,3.35,2125
8044,0.51,Good,H,VS2,61.8,65.0,5.07,5.02,3.12,1128
25264,0.7,Very Good,H,VS2,61.4,54.0,5.77,5.66,3.51,2138
12929,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2782
20890,0.5,Premium,G,VVS1,61.3,57.0,5.15,5.07,3.13,1987
11188,0.7,Very Good,E,SI2,59.8,58.0,5.72,5.85,3.46,2263
8302,1.01,Good,F,SI2,63.6,59.0,6.34,6.37,4.04,4121
20152,1.52,Ideal,I,VS2,61.3,56.0,7.44,7.41,4.55,9278
24248,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,688
11122,0.7,Ideal,G,VVS2,63.0,55.0,5.65,5.69,3.57,2993
17278,0.51,Very Good,F,VS1,,57.0,5.06,5.09,3.21,1627
6127,0.41,Ideal,G,VS1,59.8,57.0,4.81,4.86,2.89,899
11622,0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,3588
24599,0.91,Good,H,VS2,63.8,59.0,5.99,5.96,3.82,3192
17093,1.0,Good,I,VS1,59.6,61.0,6.48,6.53,3.88,4624
1573,1.0,Good,E,SI2,60.5,61.0,6.31,6.38,3.84,4004
18126,0.7,Premium,H,SI2,62.9,61.0,5.57,5.53,3.49,1942
20164,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5712
13602,0.41,Ideal,D,VS1,62.6,55.0,4.75,4.77,2.98,1019
6662,1.53,Ideal,I,VS1,62.9,57.0,7.36,7.3,4.61,7968
21223,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,3130
15661,0.81,Ideal,E,SI1,60.3,56.0,6.05,6.13,3.67,3413
2300,0.64,Good,F,SI1,57.9,64.0,5.76,5.65,3.3,1646
22802,2.45,Very Good,H,SI2,63.5,58.0,8.7,8.58,5.49,11830
18727,0.4,Ideal,G,VVS1,62.0,56.0,4.73,4.76,2.94,1043
12817,0.72,Premium,G,SI2,62.7,57.0,5.74,5.7,3.59,1764
13781,0.4,Ideal,G,VVS2,61.4,53.0,4.73,4.81,2.93,883
10696,0.31,Ideal,E,VS2,62.2,55.0,4.32,4.36,2.7,642
16654,1.0,Premium,F,SI1,61.2,58.0,6.4,6.44,3.93,5197
11444,0.41,Good,D,SI1,63.8,56.0,4.72,4.68,3.0,947
17373,0.3,Premium,E,IF,61.9,61.0,4.32,4.27,2.66,984
15683,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,612
11392,0.67,Premium,F,SI1,61.3,59.0,5.65,5.63,3.46,1809
18244,0.34,Ideal,G,VS2,62.2,53.0,4.51,4.46,2.79,765
25594,1.5,Premium,E,SI2,61.2,59.0,7.36,7.41,4.52,9900
14960,0.7,Premium,H,SI2,60.5,61.0,5.75,5.72,3.47,1808
14506,2.01,Premium,I,VS2,60.3,58.0,8.22,8.16,4.94,17826
7243,1.52,Very Good,F,VS1,63.8,56.0,7.25,7.3,4.64,15819
14536,0.7,Premium,F,SI2,61.6,60.0,5.78,5.68,3.53,1597
18036,1.2,Good,G,SI2,,54.0,6.75,6.71,4.28,5141
9531,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,2344
10112,0.35,Premium,H,VVS1,61.2,60.0,4.54,4.51,2.77,1024
16888,0.39,Ideal,I,IF,60.8,56.0,4.73,4.75,2.88,865
1454,1.04,Ideal,H,SI2,60.5,57.0,6.55,6.51,3.95,3786
19746,0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.13,3.18,1827
15407,0.4,Ideal,G,SI1,60.9,55.0,4.8,4.78,2.92,873
26017,1.61,Premium,F,VS2,62.3,59.0,7.53,7.47,4.67,15426
24301,1.03,Ideal,E,VVS2,61.9,57.0,6.46,6.5,4.01,8811
21882,1.25,Very Good,F,SI2,58.0,63.0,7.16,7.06,4.13,5851
25569,0.48,Ideal,G,VVS2,62.0,57.0,5.01,5.04,3.11,1574
22248,0.54,Premium,G,SI2,61.4,59.0,5.24,5.21,3.21,1195
17876,0.32,Ideal,F,VS2,61.1,57.0,4.44,4.4,2.7,828
8050,0.34,Ideal,D,VS2,61.0,56.0,4.51,4.54,2.76,967
7017,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,3909
22882,0.3,Premium,E,VVS2,60.8,60.0,4.31,4.27,2.61,1013
7315,0.34,Premium,D,SI1,61.2,58.0,4.47,4.49,2.74,626
15832,0.37,Premium,D,VS1,61.9,58.0,4.56,4.62,2.84,941
11112,1.2,Very Good,I,VS2,62.1,60.0,6.78,6.72,4.19,5986
4116,1.53,Ideal,I,SI2,62.4,54.0,7.34,7.41,4.6,7859
23993,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7277
17222,0.24,Very Good,F,VS1,62.0,56.0,3.94,3.99,2.46,417
20554,1.17,Good,H,SI2,63.8,58.0,6.73,6.57,4.24,4914
18408,0.32,Ideal,F,VVS1,62.0,56.0,4.37,4.41,2.72,867
7982,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48,2679
5276,1.24,Premium,J,VS2,61.8,57.6,6.84,6.88,4.24,5265
22609,1.01,Premium,G,SI2,62.5,60.0,6.39,6.34,3.98,4327
3283,0.34,Ideal,E,VVS1,62.2,56.0,4.44,4.46,2.77,1014
3802,0.52,Very Good,D,SI1,62.7,56.0,5.08,5.13,3.2,1323
18396,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3108
